VGS,VDS,DC_IDS_i_0____
-2,0,2.36133403970283e-09
-2,0.1,2.36143403970286e-09
-2,0.2,2.36153403970286e-09
-2,0.3,2.36163403970286e-09
-2,0.4,2.36173403970286e-09
-2,0.5,2.36183403970286e-09
-2,0.6,2.36193403970286e-09
-2,0.7,2.36203403970286e-09
-2,0.8,2.36213403970286e-09
-2,0.9,2.36223403970286e-09
-2,1,2.36233403970286e-09
-2,1.1,2.36243403970286e-09
-2,1.2,2.36253403970286e-09
-2,1.3,2.36263403970286e-09
-2,1.4,2.36273403970286e-09
-2,1.5,2.36283403970286e-09
-2,1.6,2.36293403970286e-09
-2,1.7,2.36303403970286e-09
-2,1.8,2.36313403970286e-09
-2,1.9,2.36323403970286e-09
-2,2,2.36333403970286e-09
-2,2.1,2.36343403970286e-09
-2,2.2,2.36353403970286e-09
-2,2.3,2.36363403970286e-09
-2,2.4,2.36373403970286e-09
-2,2.5,2.36383403970286e-09
-2,2.6,2.36393403970286e-09
-2,2.7,2.36403403970286e-09
-2,2.8,2.36413403970286e-09
-2,2.9,2.36423403970286e-09
-2,3,2.36433403970286e-09
-2,3.1,2.36443403970286e-09
-2,3.2,2.36453403970286e-09
-2,3.3,2.36463403970286e-09
-2,3.4,2.36473403970286e-09
-2,3.5,2.36483403970286e-09
-2,3.6,2.36493403970286e-09
-2,3.7,2.36503403970286e-09
-2,3.8,2.36513403970286e-09
-2,3.9,2.36523403970286e-09
-2,4,2.36533403970286e-09
-2,4.1,2.36543403970286e-09
-2,4.2,2.36553403970286e-09
-2,4.3,2.36563403970286e-09
-2,4.4,2.36573403970286e-09
-2,4.5,2.36583403970286e-09
-2,4.6,2.36593403970286e-09
-2,4.7,2.36603403970286e-09
-2,4.8,2.36613403970286e-09
-2,4.9,2.36623403970286e-09
-2,5,2.36633403970286e-09
-1.9,0,2.36133403970273e-09
-1.9,0.1,2.36143403970283e-09
-1.9,0.2,2.36153403970286e-09
-1.9,0.3,2.36163403970286e-09
-1.9,0.4,2.36173403970286e-09
-1.9,0.5,2.36183403970286e-09
-1.9,0.6,2.36193403970286e-09
-1.9,0.7,2.36203403970286e-09
-1.9,0.8,2.36213403970286e-09
-1.9,0.9,2.36223403970286e-09
-1.9,1,2.36233403970286e-09
-1.9,1.1,2.36243403970286e-09
-1.9,1.2,2.36253403970286e-09
-1.9,1.3,2.36263403970286e-09
-1.9,1.4,2.36273403970286e-09
-1.9,1.5,2.36283403970286e-09
-1.9,1.6,2.36293403970286e-09
-1.9,1.7,2.36303403970286e-09
-1.9,1.8,2.36313403970286e-09
-1.9,1.9,2.36323403970286e-09
-1.9,2,2.36333403970286e-09
-1.9,2.1,2.36343403970286e-09
-1.9,2.2,2.36353403970286e-09
-1.9,2.3,2.36363403970286e-09
-1.9,2.4,2.36373403970286e-09
-1.9,2.5,2.36383403970286e-09
-1.9,2.6,2.36393403970286e-09
-1.9,2.7,2.36403403970286e-09
-1.9,2.8,2.36413403970286e-09
-1.9,2.9,2.36423403970286e-09
-1.9,3,2.36433403970286e-09
-1.9,3.1,2.36443403970286e-09
-1.9,3.2,2.36453403970286e-09
-1.9,3.3,2.36463403970286e-09
-1.9,3.4,2.36473403970286e-09
-1.9,3.5,2.36483403970286e-09
-1.9,3.6,2.36493403970286e-09
-1.9,3.7,2.36503403970286e-09
-1.9,3.8,2.36513403970286e-09
-1.9,3.9,2.36523403970286e-09
-1.9,4,2.36533403970286e-09
-1.9,4.1,2.36543403970286e-09
-1.9,4.2,2.36553403970286e-09
-1.9,4.3,2.36563403970286e-09
-1.9,4.4,2.36573403970286e-09
-1.9,4.5,2.36583403970286e-09
-1.9,4.6,2.36593403970286e-09
-1.9,4.7,2.36603403970286e-09
-1.9,4.8,2.36613403970286e-09
-1.9,4.9,2.36623403970286e-09
-1.9,5,2.36633403970286e-09
-1.8,0,2.36133403970228e-09
-1.8,0.1,2.36143403970273e-09
-1.8,0.2,2.36153403970283e-09
-1.8,0.3,2.36163403970286e-09
-1.8,0.4,2.36173403970286e-09
-1.8,0.5,2.36183403970286e-09
-1.8,0.6,2.36193403970286e-09
-1.8,0.7,2.36203403970286e-09
-1.8,0.8,2.36213403970286e-09
-1.8,0.9,2.36223403970286e-09
-1.8,1,2.36233403970286e-09
-1.8,1.1,2.36243403970286e-09
-1.8,1.2,2.36253403970286e-09
-1.8,1.3,2.36263403970286e-09
-1.8,1.4,2.36273403970286e-09
-1.8,1.5,2.36283403970286e-09
-1.8,1.6,2.36293403970286e-09
-1.8,1.7,2.36303403970286e-09
-1.8,1.8,2.36313403970286e-09
-1.8,1.9,2.36323403970286e-09
-1.8,2,2.36333403970286e-09
-1.8,2.1,2.36343403970286e-09
-1.8,2.2,2.36353403970286e-09
-1.8,2.3,2.36363403970286e-09
-1.8,2.4,2.36373403970286e-09
-1.8,2.5,2.36383403970286e-09
-1.8,2.6,2.36393403970286e-09
-1.8,2.7,2.36403403970286e-09
-1.8,2.8,2.36413403970286e-09
-1.8,2.9,2.36423403970286e-09
-1.8,3,2.36433403970286e-09
-1.8,3.1,2.36443403970286e-09
-1.8,3.2,2.36453403970286e-09
-1.8,3.3,2.36463403970286e-09
-1.8,3.4,2.36473403970286e-09
-1.8,3.5,2.36483403970286e-09
-1.8,3.6,2.36493403970286e-09
-1.8,3.7,2.36503403970286e-09
-1.8,3.8,2.36513403970286e-09
-1.8,3.9,2.36523403970286e-09
-1.8,4,2.36533403970286e-09
-1.8,4.1,2.36543403970286e-09
-1.8,4.2,2.36553403970286e-09
-1.8,4.3,2.36563403970286e-09
-1.8,4.4,2.36573403970286e-09
-1.8,4.5,2.36583403970286e-09
-1.8,4.6,2.36593403970286e-09
-1.8,4.7,2.36603403970286e-09
-1.8,4.8,2.36613403970286e-09
-1.8,4.9,2.36623403970286e-09
-1.8,5,2.36633403970286e-09
-1.7,0,2.36133403970027e-09
-1.7,0.1,2.36143403970228e-09
-1.7,0.2,2.36153403970273e-09
-1.7,0.3,2.36163403970283e-09
-1.7,0.4,2.36173403970286e-09
-1.7,0.5,2.36183403970286e-09
-1.7,0.6,2.36193403970286e-09
-1.7,0.7,2.36203403970286e-09
-1.7,0.8,2.36213403970286e-09
-1.7,0.9,2.36223403970286e-09
-1.7,1,2.36233403970286e-09
-1.7,1.1,2.36243403970286e-09
-1.7,1.2,2.36253403970286e-09
-1.7,1.3,2.36263403970286e-09
-1.7,1.4,2.36273403970286e-09
-1.7,1.5,2.36283403970286e-09
-1.7,1.6,2.36293403970286e-09
-1.7,1.7,2.36303403970286e-09
-1.7,1.8,2.36313403970286e-09
-1.7,1.9,2.36323403970286e-09
-1.7,2,2.36333403970286e-09
-1.7,2.1,2.36343403970286e-09
-1.7,2.2,2.36353403970286e-09
-1.7,2.3,2.36363403970286e-09
-1.7,2.4,2.36373403970286e-09
-1.7,2.5,2.36383403970286e-09
-1.7,2.6,2.36393403970286e-09
-1.7,2.7,2.36403403970286e-09
-1.7,2.8,2.36413403970286e-09
-1.7,2.9,2.36423403970286e-09
-1.7,3,2.36433403970286e-09
-1.7,3.1,2.36443403970286e-09
-1.7,3.2,2.36453403970286e-09
-1.7,3.3,2.36463403970286e-09
-1.7,3.4,2.36473403970286e-09
-1.7,3.5,2.36483403970286e-09
-1.7,3.6,2.36493403970286e-09
-1.7,3.7,2.36503403970286e-09
-1.7,3.8,2.36513403970286e-09
-1.7,3.9,2.36523403970286e-09
-1.7,4,2.36533403970286e-09
-1.7,4.1,2.36543403970286e-09
-1.7,4.2,2.36553403970286e-09
-1.7,4.3,2.36563403970286e-09
-1.7,4.4,2.36573403970286e-09
-1.7,4.5,2.36583403970286e-09
-1.7,4.6,2.36593403970286e-09
-1.7,4.7,2.36603403970286e-09
-1.7,4.8,2.36613403970286e-09
-1.7,4.9,2.36623403970286e-09
-1.7,5,2.36633403970286e-09
-1.6,0,2.36133403969127e-09
-1.6,0.1,2.36143403970027e-09
-1.6,0.2,2.36153403970228e-09
-1.6,0.3,2.36163403970273e-09
-1.6,0.4,2.36173403970283e-09
-1.6,0.5,2.36183403970286e-09
-1.6,0.6,2.36193403970286e-09
-1.6,0.7,2.36203403970286e-09
-1.6,0.8,2.36213403970286e-09
-1.6,0.9,2.36223403970286e-09
-1.6,1,2.36233403970286e-09
-1.6,1.1,2.36243403970286e-09
-1.6,1.2,2.36253403970286e-09
-1.6,1.3,2.36263403970286e-09
-1.6,1.4,2.36273403970286e-09
-1.6,1.5,2.36283403970286e-09
-1.6,1.6,2.36293403970286e-09
-1.6,1.7,2.36303403970286e-09
-1.6,1.8,2.36313403970286e-09
-1.6,1.9,2.36323403970286e-09
-1.6,2,2.36333403970286e-09
-1.6,2.1,2.36343403970286e-09
-1.6,2.2,2.36353403970286e-09
-1.6,2.3,2.36363403970286e-09
-1.6,2.4,2.36373403970286e-09
-1.6,2.5,2.36383403970286e-09
-1.6,2.6,2.36393403970286e-09
-1.6,2.7,2.36403403970286e-09
-1.6,2.8,2.36413403970286e-09
-1.6,2.9,2.36423403970286e-09
-1.6,3,2.36433403970286e-09
-1.6,3.1,2.36443403970286e-09
-1.6,3.2,2.36453403970286e-09
-1.6,3.3,2.36463403970286e-09
-1.6,3.4,2.36473403970286e-09
-1.6,3.5,2.36483403970286e-09
-1.6,3.6,2.36493403970286e-09
-1.6,3.7,2.36503403970286e-09
-1.6,3.8,2.36513403970286e-09
-1.6,3.9,2.36523403970286e-09
-1.6,4,2.36533403970286e-09
-1.6,4.1,2.36543403970286e-09
-1.6,4.2,2.36553403970286e-09
-1.6,4.3,2.36563403970286e-09
-1.6,4.4,2.36573403970286e-09
-1.6,4.5,2.36583403970286e-09
-1.6,4.6,2.36593403970286e-09
-1.6,4.7,2.36603403970286e-09
-1.6,4.8,2.36613403970286e-09
-1.6,4.9,2.36623403970286e-09
-1.6,5,2.36633403970286e-09
-1.5,0,2.36133403965089e-09
-1.5,0.1,2.36143403969127e-09
-1.5,0.2,2.36153403970027e-09
-1.5,0.3,2.36163403970228e-09
-1.5,0.4,2.36173403970273e-09
-1.5,0.5,2.36183403970283e-09
-1.5,0.6,2.36193403970286e-09
-1.5,0.7,2.36203403970286e-09
-1.5,0.8,2.36213403970286e-09
-1.5,0.9,2.36223403970286e-09
-1.5,1,2.36233403970286e-09
-1.5,1.1,2.36243403970286e-09
-1.5,1.2,2.36253403970286e-09
-1.5,1.3,2.36263403970286e-09
-1.5,1.4,2.36273403970286e-09
-1.5,1.5,2.36283403970286e-09
-1.5,1.6,2.36293403970286e-09
-1.5,1.7,2.36303403970286e-09
-1.5,1.8,2.36313403970286e-09
-1.5,1.9,2.36323403970286e-09
-1.5,2,2.36333403970286e-09
-1.5,2.1,2.36343403970286e-09
-1.5,2.2,2.36353403970286e-09
-1.5,2.3,2.36363403970286e-09
-1.5,2.4,2.36373403970286e-09
-1.5,2.5,2.36383403970286e-09
-1.5,2.6,2.36393403970286e-09
-1.5,2.7,2.36403403970286e-09
-1.5,2.8,2.36413403970286e-09
-1.5,2.9,2.36423403970286e-09
-1.5,3,2.36433403970286e-09
-1.5,3.1,2.36443403970286e-09
-1.5,3.2,2.36453403970286e-09
-1.5,3.3,2.36463403970286e-09
-1.5,3.4,2.36473403970286e-09
-1.5,3.5,2.36483403970286e-09
-1.5,3.6,2.36493403970286e-09
-1.5,3.7,2.36503403970286e-09
-1.5,3.8,2.36513403970286e-09
-1.5,3.9,2.36523403970286e-09
-1.5,4,2.36533403970286e-09
-1.5,4.1,2.36543403970286e-09
-1.5,4.2,2.36553403970286e-09
-1.5,4.3,2.36563403970286e-09
-1.5,4.4,2.36573403970286e-09
-1.5,4.5,2.36583403970286e-09
-1.5,4.6,2.36593403970286e-09
-1.5,4.7,2.36603403970286e-09
-1.5,4.8,2.36613403970286e-09
-1.5,4.9,2.36623403970286e-09
-1.5,5,2.36633403970286e-09
-1.4,0,2.36133403946992e-09
-1.4,0.1,2.36143403965089e-09
-1.4,0.2,2.36153403969127e-09
-1.4,0.3,2.36163403970027e-09
-1.4,0.4,2.36173403970229e-09
-1.4,0.5,2.36183403970273e-09
-1.4,0.6,2.36193403970283e-09
-1.4,0.7,2.36203403970286e-09
-1.4,0.8,2.36213403970286e-09
-1.4,0.9,2.36223403970286e-09
-1.4,1,2.36233403970286e-09
-1.4,1.1,2.36243403970286e-09
-1.4,1.2,2.36253403970286e-09
-1.4,1.3,2.36263403970286e-09
-1.4,1.4,2.36273403970286e-09
-1.4,1.5,2.36283403970286e-09
-1.4,1.6,2.36293403970286e-09
-1.4,1.7,2.36303403970286e-09
-1.4,1.8,2.36313403970286e-09
-1.4,1.9,2.36323403970286e-09
-1.4,2,2.36333403970286e-09
-1.4,2.1,2.36343403970286e-09
-1.4,2.2,2.36353403970286e-09
-1.4,2.3,2.36363403970286e-09
-1.4,2.4,2.36373403970286e-09
-1.4,2.5,2.36383403970286e-09
-1.4,2.6,2.36393403970286e-09
-1.4,2.7,2.36403403970286e-09
-1.4,2.8,2.36413403970286e-09
-1.4,2.9,2.36423403970286e-09
-1.4,3,2.36433403970286e-09
-1.4,3.1,2.36443403970286e-09
-1.4,3.2,2.36453403970286e-09
-1.4,3.3,2.36463403970286e-09
-1.4,3.4,2.36473403970286e-09
-1.4,3.5,2.36483403970286e-09
-1.4,3.6,2.36493403970286e-09
-1.4,3.7,2.36503403970286e-09
-1.4,3.8,2.36513403970286e-09
-1.4,3.9,2.36523403970286e-09
-1.4,4,2.36533403970286e-09
-1.4,4.1,2.36543403970286e-09
-1.4,4.2,2.36553403970286e-09
-1.4,4.3,2.36563403970286e-09
-1.4,4.4,2.36573403970286e-09
-1.4,4.5,2.36583403970286e-09
-1.4,4.6,2.36593403970286e-09
-1.4,4.7,2.36603403970286e-09
-1.4,4.8,2.36613403970286e-09
-1.4,4.9,2.36623403970286e-09
-1.4,5,2.36633403970286e-09
-1.3,0,2.36133403865888e-09
-1.3,0.1,2.36143403946992e-09
-1.3,0.2,2.36153403965089e-09
-1.3,0.3,2.36163403969127e-09
-1.3,0.4,2.36173403970027e-09
-1.3,0.5,2.36183403970228e-09
-1.3,0.6,2.36193403970273e-09
-1.3,0.7,2.36203403970283e-09
-1.3,0.8,2.36213403970286e-09
-1.3,0.9,2.36223403970286e-09
-1.3,1,2.36233403970286e-09
-1.3,1.1,2.36243403970286e-09
-1.3,1.2,2.36253403970286e-09
-1.3,1.3,2.36263403970286e-09
-1.3,1.4,2.36273403970286e-09
-1.3,1.5,2.36283403970286e-09
-1.3,1.6,2.36293403970286e-09
-1.3,1.7,2.36303403970286e-09
-1.3,1.8,2.36313403970286e-09
-1.3,1.9,2.36323403970286e-09
-1.3,2,2.36333403970286e-09
-1.3,2.1,2.36343403970286e-09
-1.3,2.2,2.36353403970286e-09
-1.3,2.3,2.36363403970286e-09
-1.3,2.4,2.36373403970286e-09
-1.3,2.5,2.36383403970286e-09
-1.3,2.6,2.36393403970286e-09
-1.3,2.7,2.36403403970286e-09
-1.3,2.8,2.36413403970286e-09
-1.3,2.9,2.36423403970286e-09
-1.3,3,2.36433403970286e-09
-1.3,3.1,2.36443403970286e-09
-1.3,3.2,2.36453403970286e-09
-1.3,3.3,2.36463403970286e-09
-1.3,3.4,2.36473403970286e-09
-1.3,3.5,2.36483403970286e-09
-1.3,3.6,2.36493403970286e-09
-1.3,3.7,2.36503403970286e-09
-1.3,3.8,2.36513403970286e-09
-1.3,3.9,2.36523403970286e-09
-1.3,4,2.36533403970286e-09
-1.3,4.1,2.36543403970286e-09
-1.3,4.2,2.36553403970286e-09
-1.3,4.3,2.36563403970286e-09
-1.3,4.4,2.36573403970286e-09
-1.3,4.5,2.36583403970286e-09
-1.3,4.6,2.36593403970286e-09
-1.3,4.7,2.36603403970286e-09
-1.3,4.8,2.36613403970286e-09
-1.3,4.9,2.36623403970286e-09
-1.3,5,2.36633403970286e-09
-1.2,0,2.36133403502405e-09
-1.2,0.1,2.36143403865888e-09
-1.2,0.2,2.36153403946992e-09
-1.2,0.3,2.36163403965089e-09
-1.2,0.4,2.36173403969127e-09
-1.2,0.5,2.36183403970027e-09
-1.2,0.6,2.36193403970229e-09
-1.2,0.7,2.36203403970273e-09
-1.2,0.8,2.36213403970283e-09
-1.2,0.9,2.36223403970286e-09
-1.2,1,2.36233403970286e-09
-1.2,1.1,2.36243403970286e-09
-1.2,1.2,2.36253403970286e-09
-1.2,1.3,2.36263403970286e-09
-1.2,1.4,2.36273403970286e-09
-1.2,1.5,2.36283403970286e-09
-1.2,1.6,2.36293403970286e-09
-1.2,1.7,2.36303403970286e-09
-1.2,1.8,2.36313403970286e-09
-1.2,1.9,2.36323403970286e-09
-1.2,2,2.36333403970286e-09
-1.2,2.1,2.36343403970286e-09
-1.2,2.2,2.36353403970286e-09
-1.2,2.3,2.36363403970286e-09
-1.2,2.4,2.36373403970286e-09
-1.2,2.5,2.36383403970286e-09
-1.2,2.6,2.36393403970286e-09
-1.2,2.7,2.36403403970286e-09
-1.2,2.8,2.36413403970286e-09
-1.2,2.9,2.36423403970286e-09
-1.2,3,2.36433403970286e-09
-1.2,3.1,2.36443403970286e-09
-1.2,3.2,2.36453403970286e-09
-1.2,3.3,2.36463403970286e-09
-1.2,3.4,2.36473403970286e-09
-1.2,3.5,2.36483403970286e-09
-1.2,3.6,2.36493403970286e-09
-1.2,3.7,2.36503403970286e-09
-1.2,3.8,2.36513403970286e-09
-1.2,3.9,2.36523403970286e-09
-1.2,4,2.36533403970286e-09
-1.2,4.1,2.36543403970286e-09
-1.2,4.2,2.36553403970286e-09
-1.2,4.3,2.36563403970286e-09
-1.2,4.4,2.36573403970286e-09
-1.2,4.5,2.36583403970286e-09
-1.2,4.6,2.36593403970286e-09
-1.2,4.7,2.36603403970286e-09
-1.2,4.8,2.36613403970286e-09
-1.2,4.9,2.36623403970286e-09
-1.2,5,2.36633403970286e-09
-1.1,0,2.36133401873387e-09
-1.1,0.1,2.36143403502405e-09
-1.1,0.2,2.36153403865888e-09
-1.1,0.3,2.36163403946992e-09
-1.1,0.4,2.36173403965089e-09
-1.1,0.5,2.36183403969127e-09
-1.1,0.6,2.36193403970027e-09
-1.1,0.7,2.36203403970229e-09
-1.1,0.8,2.36213403970273e-09
-1.1,0.9,2.36223403970283e-09
-1.1,1,2.36233403970286e-09
-1.1,1.1,2.36243403970286e-09
-1.1,1.2,2.36253403970286e-09
-1.1,1.3,2.36263403970286e-09
-1.1,1.4,2.36273403970286e-09
-1.1,1.5,2.36283403970286e-09
-1.1,1.6,2.36293403970286e-09
-1.1,1.7,2.36303403970286e-09
-1.1,1.8,2.36313403970286e-09
-1.1,1.9,2.36323403970286e-09
-1.1,2,2.36333403970286e-09
-1.1,2.1,2.36343403970286e-09
-1.1,2.2,2.36353403970286e-09
-1.1,2.3,2.36363403970286e-09
-1.1,2.4,2.36373403970286e-09
-1.1,2.5,2.36383403970286e-09
-1.1,2.6,2.36393403970286e-09
-1.1,2.7,2.36403403970286e-09
-1.1,2.8,2.36413403970286e-09
-1.1,2.9,2.36423403970286e-09
-1.1,3,2.36433403970286e-09
-1.1,3.1,2.36443403970286e-09
-1.1,3.2,2.36453403970286e-09
-1.1,3.3,2.36463403970286e-09
-1.1,3.4,2.36473403970286e-09
-1.1,3.5,2.36483403970286e-09
-1.1,3.6,2.36493403970286e-09
-1.1,3.7,2.36503403970286e-09
-1.1,3.8,2.36513403970286e-09
-1.1,3.9,2.36523403970286e-09
-1.1,4,2.36533403970286e-09
-1.1,4.1,2.36543403970286e-09
-1.1,4.2,2.36553403970286e-09
-1.1,4.3,2.36563403970286e-09
-1.1,4.4,2.36573403970286e-09
-1.1,4.5,2.36583403970286e-09
-1.1,4.6,2.36593403970286e-09
-1.1,4.7,2.36603403970286e-09
-1.1,4.8,2.36613403970286e-09
-1.1,4.9,2.36623403970286e-09
-1.1,5,2.36633403970286e-09
-0.999999999999999,0,2.36133394572638e-09
-0.999999999999999,0.1,2.36143401873387e-09
-0.999999999999999,0.2,2.36153403502405e-09
-0.999999999999999,0.3,2.36163403865888e-09
-0.999999999999999,0.4,2.36173403946992e-09
-0.999999999999999,0.5,2.36183403965089e-09
-0.999999999999999,0.6,2.36193403969126e-09
-0.999999999999999,0.7,2.36203403970027e-09
-0.999999999999999,0.8,2.36213403970229e-09
-0.999999999999999,0.9,2.36223403970273e-09
-0.999999999999999,1,2.36233403970283e-09
-0.999999999999999,1.1,2.36243403970286e-09
-0.999999999999999,1.2,2.36253403970286e-09
-0.999999999999999,1.3,2.36263403970286e-09
-0.999999999999999,1.4,2.36273403970286e-09
-0.999999999999999,1.5,2.36283403970286e-09
-0.999999999999999,1.6,2.36293403970286e-09
-0.999999999999999,1.7,2.36303403970286e-09
-0.999999999999999,1.8,2.36313403970286e-09
-0.999999999999999,1.9,2.36323403970286e-09
-0.999999999999999,2,2.36333403970286e-09
-0.999999999999999,2.1,2.36343403970286e-09
-0.999999999999999,2.2,2.36353403970286e-09
-0.999999999999999,2.3,2.36363403970286e-09
-0.999999999999999,2.4,2.36373403970286e-09
-0.999999999999999,2.5,2.36383403970286e-09
-0.999999999999999,2.6,2.36393403970286e-09
-0.999999999999999,2.7,2.36403403970286e-09
-0.999999999999999,2.8,2.36413403970286e-09
-0.999999999999999,2.9,2.36423403970286e-09
-0.999999999999999,3,2.36433403970286e-09
-0.999999999999999,3.1,2.36443403970286e-09
-0.999999999999999,3.2,2.36453403970286e-09
-0.999999999999999,3.3,2.36463403970286e-09
-0.999999999999999,3.4,2.36473403970286e-09
-0.999999999999999,3.5,2.36483403970286e-09
-0.999999999999999,3.6,2.36493403970286e-09
-0.999999999999999,3.7,2.36503403970286e-09
-0.999999999999999,3.8,2.36513403970286e-09
-0.999999999999999,3.9,2.36523403970286e-09
-0.999999999999999,4,2.36533403970286e-09
-0.999999999999999,4.1,2.36543403970286e-09
-0.999999999999999,4.2,2.36553403970286e-09
-0.999999999999999,4.3,2.36563403970286e-09
-0.999999999999999,4.4,2.36573403970286e-09
-0.999999999999999,4.5,2.36583403970286e-09
-0.999999999999999,4.6,2.36593403970286e-09
-0.999999999999999,4.7,2.36603403970286e-09
-0.999999999999999,4.8,2.36613403970286e-09
-0.999999999999999,4.9,2.36623403970286e-09
-0.999999999999999,5,2.36633403970286e-09
-0.899999999999999,0,2.36133361852949e-09
-0.899999999999999,0.1,2.36143394572638e-09
-0.899999999999999,0.2,2.36153401873387e-09
-0.899999999999999,0.3,2.36163403502405e-09
-0.899999999999999,0.4,2.36173403865888e-09
-0.899999999999999,0.5,2.36183403946992e-09
-0.899999999999999,0.6,2.36193403965088e-09
-0.899999999999999,0.7,2.36203403969126e-09
-0.899999999999999,0.8,2.36213403970027e-09
-0.899999999999999,0.9,2.36223403970229e-09
-0.899999999999999,1,2.36233403970273e-09
-0.899999999999999,1.1,2.36243403970283e-09
-0.899999999999999,1.2,2.36253403970286e-09
-0.899999999999999,1.3,2.36263403970286e-09
-0.899999999999999,1.4,2.36273403970286e-09
-0.899999999999999,1.5,2.36283403970286e-09
-0.899999999999999,1.6,2.36293403970286e-09
-0.899999999999999,1.7,2.36303403970286e-09
-0.899999999999999,1.8,2.36313403970286e-09
-0.899999999999999,1.9,2.36323403970286e-09
-0.899999999999999,2,2.36333403970286e-09
-0.899999999999999,2.1,2.36343403970286e-09
-0.899999999999999,2.2,2.36353403970286e-09
-0.899999999999999,2.3,2.36363403970286e-09
-0.899999999999999,2.4,2.36373403970286e-09
-0.899999999999999,2.5,2.36383403970286e-09
-0.899999999999999,2.6,2.36393403970286e-09
-0.899999999999999,2.7,2.36403403970286e-09
-0.899999999999999,2.8,2.36413403970286e-09
-0.899999999999999,2.9,2.36423403970286e-09
-0.899999999999999,3,2.36433403970286e-09
-0.899999999999999,3.1,2.36443403970286e-09
-0.899999999999999,3.2,2.36453403970286e-09
-0.899999999999999,3.3,2.36463403970286e-09
-0.899999999999999,3.4,2.36473403970286e-09
-0.899999999999999,3.5,2.36483403970286e-09
-0.899999999999999,3.6,2.36493403970286e-09
-0.899999999999999,3.7,2.36503403970286e-09
-0.899999999999999,3.8,2.36513403970286e-09
-0.899999999999999,3.9,2.36523403970286e-09
-0.899999999999999,4,2.36533403970286e-09
-0.899999999999999,4.1,2.36543403970286e-09
-0.899999999999999,4.2,2.36553403970286e-09
-0.899999999999999,4.3,2.36563403970286e-09
-0.899999999999999,4.4,2.36573403970286e-09
-0.899999999999999,4.5,2.36583403970286e-09
-0.899999999999999,4.6,2.36593403970286e-09
-0.899999999999999,4.7,2.36603403970286e-09
-0.899999999999999,4.8,2.36613403970286e-09
-0.899999999999999,4.9,2.36623403970286e-09
-0.899999999999999,5,2.36633403970286e-09
-0.799999999999999,0,2.36133215213474e-09
-0.799999999999999,0.1,2.36143361852949e-09
-0.799999999999999,0.2,2.36153394572638e-09
-0.799999999999999,0.3,2.36163401873387e-09
