VGS,VDS,DC_IDS_i_0____
-0.799999999999999,0.4,2.36173403502405e-09
-0.799999999999999,0.5,2.36183403865888e-09
-0.799999999999999,0.6,2.36193403946992e-09
-0.799999999999999,0.7,2.36203403965089e-09
-0.799999999999999,0.8,2.36213403969127e-09
-0.799999999999999,0.9,2.36223403970027e-09
-0.799999999999999,1,2.36233403970229e-09
-0.799999999999999,1.1,2.36243403970273e-09
-0.799999999999999,1.2,2.36253403970283e-09
-0.799999999999999,1.3,2.36263403970286e-09
-0.799999999999999,1.4,2.36273403970286e-09
-0.799999999999999,1.5,2.36283403970286e-09
-0.799999999999999,1.6,2.36293403970286e-09
-0.799999999999999,1.7,2.36303403970286e-09
-0.799999999999999,1.8,2.36313403970286e-09
-0.799999999999999,1.9,2.36323403970286e-09
-0.799999999999999,2,2.36333403970286e-09
-0.799999999999999,2.1,2.36343403970286e-09
-0.799999999999999,2.2,2.36353403970286e-09
-0.799999999999999,2.3,2.36363403970286e-09
-0.799999999999999,2.4,2.36373403970286e-09
-0.799999999999999,2.5,2.36383403970286e-09
-0.799999999999999,2.6,2.36393403970286e-09
-0.799999999999999,2.7,2.36403403970286e-09
-0.799999999999999,2.8,2.36413403970286e-09
-0.799999999999999,2.9,2.36423403970286e-09
-0.799999999999999,3,2.36433403970286e-09
-0.799999999999999,3.1,2.36443403970286e-09
-0.799999999999999,3.2,2.36453403970286e-09
-0.799999999999999,3.3,2.36463403970286e-09
-0.799999999999999,3.4,2.36473403970286e-09
-0.799999999999999,3.5,2.36483403970286e-09
-0.799999999999999,3.6,2.36493403970286e-09
-0.799999999999999,3.7,2.36503403970286e-09
-0.799999999999999,3.8,2.36513403970286e-09
-0.799999999999999,3.9,2.36523403970286e-09
-0.799999999999999,4,2.36533403970286e-09
-0.799999999999999,4.1,2.36543403970286e-09
-0.799999999999999,4.2,2.36553403970286e-09
-0.799999999999999,4.3,2.36563403970286e-09
-0.799999999999999,4.4,2.36573403970286e-09
-0.799999999999999,4.5,2.36583403970286e-09
-0.799999999999999,4.6,2.36593403970286e-09
-0.799999999999999,4.7,2.36603403970286e-09
-0.799999999999999,4.8,2.36613403970286e-09
-0.799999999999999,4.9,2.36623403970286e-09
-0.799999999999999,5,2.36633403970286e-09
-0.699999999999999,0,2.36132558020947e-09
-0.699999999999999,0.1,2.36143215213475e-09
-0.699999999999999,0.2,2.36153361852949e-09
-0.699999999999999,0.3,2.36163394572638e-09
-0.699999999999999,0.4,2.36173401873387e-09
-0.699999999999999,0.5,2.36183403502405e-09
-0.699999999999999,0.6,2.36193403865888e-09
-0.699999999999999,0.7,2.36203403946992e-09
-0.699999999999999,0.8,2.36213403965088e-09
-0.699999999999999,0.9,2.36223403969127e-09
-0.699999999999999,1,2.36233403970027e-09
-0.699999999999999,1.1,2.36243403970229e-09
-0.699999999999999,1.2,2.36253403970273e-09
-0.699999999999999,1.3,2.36263403970283e-09
-0.699999999999999,1.4,2.36273403970285e-09
-0.699999999999999,1.5,2.36283403970286e-09
-0.699999999999999,1.6,2.36293403970286e-09
-0.699999999999999,1.7,2.36303403970286e-09
-0.699999999999999,1.8,2.36313403970286e-09
-0.699999999999999,1.9,2.36323403970286e-09
-0.699999999999999,2,2.36333403970286e-09
-0.699999999999999,2.1,2.36343403970286e-09
-0.699999999999999,2.2,2.36353403970286e-09
-0.699999999999999,2.3,2.36363403970286e-09
-0.699999999999999,2.4,2.36373403970286e-09
-0.699999999999999,2.5,2.36383403970286e-09
-0.699999999999999,2.6,2.36393403970286e-09
-0.699999999999999,2.7,2.36403403970286e-09
-0.699999999999999,2.8,2.36413403970286e-09
-0.699999999999999,2.9,2.36423403970286e-09
-0.699999999999999,3,2.36433403970286e-09
-0.699999999999999,3.1,2.36443403970286e-09
-0.699999999999999,3.2,2.36453403970286e-09
-0.699999999999999,3.3,2.36463403970286e-09
-0.699999999999999,3.4,2.36473403970286e-09
-0.699999999999999,3.5,2.36483403970286e-09
-0.699999999999999,3.6,2.36493403970286e-09
-0.699999999999999,3.7,2.36503403970286e-09
-0.699999999999999,3.8,2.36513403970286e-09
-0.699999999999999,3.9,2.36523403970286e-09
-0.699999999999999,4,2.36533403970286e-09
-0.699999999999999,4.1,2.36543403970286e-09
-0.699999999999999,4.2,2.36553403970286e-09
-0.699999999999999,4.3,2.36563403970286e-09
-0.699999999999999,4.4,2.36573403970286e-09
-0.699999999999999,4.5,2.36583403970286e-09
-0.699999999999999,4.6,2.36593403970286e-09
-0.699999999999999,4.7,2.36603403970286e-09
-0.699999999999999,4.8,2.36613403970286e-09
-0.699999999999999,4.9,2.36623403970286e-09
-0.699999999999999,5,2.36633403970286e-09
-0.599999999999999,0,2.36129612688383e-09
-0.599999999999999,0.1,2.36142558020947e-09
-0.599999999999999,0.2,2.36153215213475e-09
-0.599999999999999,0.3,2.36163361852949e-09
-0.599999999999999,0.4,2.36173394572638e-09
-0.599999999999999,0.5,2.36183401873387e-09
-0.599999999999999,0.6,2.36193403502405e-09
-0.599999999999999,0.7,2.36203403865888e-09
-0.599999999999999,0.8,2.36213403946992e-09
-0.599999999999999,0.9,2.36223403965089e-09
-0.599999999999999,1,2.36233403969127e-09
-0.599999999999999,1.1,2.36243403970027e-09
-0.599999999999999,1.2,2.36253403970229e-09
-0.599999999999999,1.3,2.36263403970273e-09
-0.599999999999999,1.4,2.36273403970283e-09
-0.599999999999999,1.5,2.36283403970286e-09
-0.599999999999999,1.6,2.36293403970286e-09
-0.599999999999999,1.7,2.36303403970286e-09
-0.599999999999999,1.8,2.36313403970286e-09
-0.599999999999999,1.9,2.36323403970286e-09
-0.599999999999999,2,2.36333403970286e-09
-0.599999999999999,2.1,2.36343403970286e-09
-0.599999999999999,2.2,2.36353403970286e-09
-0.599999999999999,2.3,2.36363403970286e-09
-0.599999999999999,2.4,2.36373403970286e-09
-0.599999999999999,2.5,2.36383403970286e-09
-0.599999999999999,2.6,2.36393403970286e-09
-0.599999999999999,2.7,2.36403403970286e-09
-0.599999999999999,2.8,2.36413403970286e-09
-0.599999999999999,2.9,2.36423403970286e-09
-0.599999999999999,3,2.36433403970286e-09
-0.599999999999999,3.1,2.36443403970286e-09
-0.599999999999999,3.2,2.36453403970286e-09
-0.599999999999999,3.3,2.36463403970286e-09
-0.599999999999999,3.4,2.36473403970286e-09
-0.599999999999999,3.5,2.36483403970286e-09
-0.599999999999999,3.6,2.36493403970286e-09
-0.599999999999999,3.7,2.36503403970286e-09
-0.599999999999999,3.8,2.36513403970286e-09
-0.599999999999999,3.9,2.36523403970286e-09
-0.599999999999999,4,2.36533403970286e-09
-0.599999999999999,4.1,2.36543403970286e-09
-0.599999999999999,4.2,2.36553403970286e-09
-0.599999999999999,4.3,2.36563403970286e-09
-0.599999999999999,4.4,2.36573403970286e-09
-0.599999999999999,4.5,2.36583403970286e-09
-0.599999999999999,4.6,2.36593403970286e-09
-0.599999999999999,4.7,2.36603403970286e-09
-0.599999999999999,4.8,2.36613403970286e-09
-0.599999999999999,4.9,2.36623403970286e-09
-0.599999999999999,5,2.36633403970286e-09
-0.499999999999999,0,2.36116412623637e-09
-0.499999999999999,0.1,2.36139612688388e-09
-0.499999999999999,0.2,2.36152558020957e-09
-0.499999999999999,0.3,2.3616321521349e-09
-0.499999999999999,0.4,2.36173361852969e-09
-0.499999999999999,0.5,2.36183394572664e-09
-0.499999999999999,0.6,2.3619340187342e-09
-0.499999999999999,0.7,2.36203403502444e-09
-0.499999999999999,0.8,2.36213403865933e-09
-0.499999999999999,0.9,2.36223403947044e-09
-0.499999999999999,1,2.36233403965149e-09
-0.499999999999999,1.1,2.36243403969195e-09
-0.499999999999999,1.2,2.36253403970104e-09
-0.499999999999999,1.3,2.36263403970315e-09
-0.499999999999999,1.4,2.3627340397037e-09
-0.499999999999999,1.5,2.3628340397039e-09
-0.499999999999999,1.6,2.36293403970404e-09
-0.499999999999999,1.7,2.36303403970416e-09
-0.499999999999999,1.8,2.36313403970429e-09
-0.499999999999999,1.9,2.36323403970443e-09
-0.499999999999999,2,2.36333403970457e-09
-0.499999999999999,2.1,2.36343403970473e-09
-0.499999999999999,2.2,2.36353403970489e-09
-0.499999999999999,2.3,2.36363403970506e-09
-0.499999999999999,2.4,2.36373403970523e-09
-0.499999999999999,2.5,2.36383403970542e-09
-0.499999999999999,2.6,2.36393403970561e-09
-0.499999999999999,2.7,2.36403403970581e-09
-0.499999999999999,2.8,2.36413403970601e-09
-0.499999999999999,2.9,2.36423403970623e-09
-0.499999999999999,3,2.36433403970645e-09
-0.499999999999999,3.1,2.36443403970667e-09
-0.499999999999999,3.2,2.3645340397069e-09
-0.499999999999999,3.3,2.36463403970714e-09
-0.499999999999999,3.4,2.36473403970739e-09
-0.499999999999999,3.5,2.36483403970764e-09
-0.499999999999999,3.6,2.36493403970789e-09
-0.499999999999999,3.7,2.36503403970815e-09
-0.499999999999999,3.8,2.36513403970841e-09
-0.499999999999999,3.9,2.36523403970868e-09
-0.499999999999999,4,2.36533403970895e-09
-0.499999999999999,4.1,2.36543403970923e-09
-0.499999999999999,4.2,2.36553403970951e-09
-0.499999999999999,4.3,2.36563403970979e-09
-0.499999999999999,4.4,2.36573403971007e-09
-0.499999999999999,4.5,2.36583403971036e-09
-0.499999999999999,4.6,2.36593403971065e-09
-0.499999999999999,4.7,2.36603403971094e-09
-0.499999999999999,4.8,2.36613403971123e-09
-0.499999999999999,4.9,2.36623403971153e-09
-0.499999999999999,5,2.36633403971182e-09
-0.399999999999999,0,2.36057254037796e-09
-0.399999999999999,0.1,2.36126412722124e-09
-0.399999999999999,0.2,2.36149612886691e-09
-0.399999999999999,0.3,2.3616255832135e-09
-0.399999999999999,0.4,2.36173215619187e-09
-0.399999999999999,0.5,2.3618336236812e-09
-0.399999999999999,0.6,2.36193395202336e-09
-0.399999999999999,0.7,2.36203402623583e-09
-0.399999999999999,0.8,2.36213404379943e-09
-0.399999999999999,0.9,2.36223404878459e-09
-0.399999999999999,1,2.36233405103092e-09
-0.399999999999999,1.1,2.36243405273972e-09
-0.399999999999999,1.2,2.36253405440753e-09
-0.399999999999999,1.3,2.36263405615005e-09
-0.399999999999999,1.4,2.36273405799745e-09
-0.399999999999999,1.5,2.36283405996028e-09
-0.399999999999999,1.6,2.36293406204411e-09
-0.399999999999999,1.7,2.36303406425278e-09
-0.399999999999999,1.8,2.36313406658916e-09
-0.399999999999999,1.9,2.36323406905522e-09
-0.399999999999999,2,2.36333407165217e-09
-0.399999999999999,2.1,2.36343407438041e-09
-0.399999999999999,2.2,2.36353407723961e-09
-0.399999999999999,2.3,2.36363408022873e-09
-0.399999999999999,2.4,2.36373408334608e-09
-0.399999999999999,2.5,2.36383408658935e-09
-0.399999999999999,2.6,2.36393408995571e-09
-0.399999999999999,2.7,2.36403409344184e-09
-0.399999999999999,2.8,2.36413409704398e-09
-0.399999999999999,2.9,2.36423410075805e-09
-0.399999999999999,3,2.36433410457967e-09
-0.399999999999999,3.1,2.36443410850422e-09
-0.399999999999999,3.2,2.36453411252692e-09
-0.399999999999999,3.3,2.36463411664287e-09
-0.399999999999999,3.4,2.36473412084711e-09
-0.399999999999999,3.5,2.36483412513466e-09
-0.399999999999999,3.6,2.36493412950053e-09
-0.399999999999999,3.7,2.36503413393983e-09
-0.399999999999999,3.8,2.36513413844771e-09
-0.399999999999999,3.9,2.36523414301946e-09
-0.399999999999999,4,2.36533414765051e-09
-0.399999999999999,4.1,2.36543415233642e-09
-0.399999999999999,4.2,2.36553415707294e-09
-0.399999999999999,4.3,2.36563416185598e-09
-0.399999999999999,4.4,2.36573416668166e-09
-0.399999999999999,4.5,2.36583417154627e-09
-0.399999999999999,4.6,2.36593417644631e-09
-0.399999999999999,4.7,2.36603418137849e-09
-0.399999999999999,4.8,2.36613418633969e-09
-0.399999999999999,4.9,2.366234191327e-09
-0.399999999999999,5,2.36633419633771e-09
-0.299999999999999,0,2.35792123650587e-09
-0.299999999999999,0.1,2.36067644372212e-09
-0.299999999999999,0.2,2.36137198181539e-09
-0.299999999999999,0.3,2.36160801694085e-09
-0.299999999999999,0.4,2.36174162015801e-09
-0.299999999999999,0.5,2.36185249014411e-09
-0.299999999999999,0.6,2.36195843487007e-09
-0.299999999999999,0.7,2.36206345186819e-09
-0.299999999999999,0.8,2.36216845619345e-09
-0.299999999999999,0.9,2.36227367395858e-09
-0.299999999999999,1,2.36237917621133e-09
-0.299999999999999,1.1,2.36248499787485e-09
-0.299999999999999,1.2,2.36259116411734e-09
-0.299999999999999,1.3,2.36269769608602e-09
-0.299999999999999,1.4,2.36280461206088e-09
-0.299999999999999,1.5,2.36291192761518e-09
-0.299999999999999,1.6,2.36301965558571e-09
-0.299999999999999,1.7,2.36312780603409e-09
-0.299999999999999,1.8,2.36323638623997e-09
-0.299999999999999,1.9,2.36334540073434e-09
-0.299999999999999,2,2.36345485137293e-09
-0.299999999999999,2.1,2.36356473744658e-09
-0.299999999999999,2.2,2.3636750558242e-09
-0.299999999999999,2.3,2.36378580112295e-09
-0.299999999999999,2.4,2.36389696589999e-09
-0.299999999999999,2.5,2.3640085408599e-09
-0.299999999999999,2.6,2.36412051507179e-09
-0.299999999999999,2.7,2.364232876191e-09
-0.299999999999999,2.8,2.36434561068042e-09
-0.299999999999999,2.9,2.36445870402683e-09
-0.299999999999999,3,2.36457214094914e-09
-0.299999999999999,3.1,2.3646859055953e-09
-0.299999999999999,3.2,2.36479998172555e-09
-0.299999999999999,3.3,2.36491435288156e-09
-0.299999999999999,3.4,2.36502900253828e-09
-0.299999999999999,3.5,2.36514391424101e-09
-0.299999999999999,3.6,2.36525907172486e-09
-0.299999999999999,3.7,2.36537445901876e-09
-0.299999999999999,3.8,2.36549006053407e-09
-0.299999999999999,3.9,2.36560586113881e-09
-0.299999999999999,4,2.36572184621787e-09
-0.299999999999999,4.1,2.36583800172108e-09
-0.299999999999999,4.2,2.36595431420029e-09
-0.299999999999999,4.3,2.3660707708357e-09
-0.299999999999999,4.4,2.36618735945334e-09
-0.299999999999999,4.5,2.36630406853529e-09
-0.299999999999999,4.6,2.36642088722171e-09
-0.299999999999999,4.7,2.3665378053083e-09
-0.299999999999999,4.8,2.36665481323785e-09
-0.299999999999999,4.9,2.36677190208821e-09
-0.299999999999999,5,2.36688906355617e-09
-0.199999999999999,0,2.34603891674356e-09
-0.199999999999999,0.1,2.36173070872283e-09
-0.199999999999999,0.2,2.36823421605759e-09
-0.199999999999999,0.3,2.37274864980358e-09
-0.199999999999999,0.4,2.37690181281335e-09
-0.199999999999999,0.5,2.38107793406625e-09
-0.199999999999999,0.6,2.38538315583816e-09
-0.199999999999999,0.7,2.38986078183064e-09
-0.199999999999999,0.8,2.39453912889603e-09
-0.199999999999999,0.9,2.39944203527786e-09
-0.199999999999999,1,2.40459104770146e-09
-0.199999999999999,1.1,2.41000576689273e-09
-0.199999999999999,1.2,2.41570380109781e-09
-0.199999999999999,1.3,2.42170065446525e-09
-0.199999999999999,1.4,2.42800962605612e-09
-0.199999999999999,1.5,2.43464173838825e-09
-0.199999999999999,1.6,2.4416057007724e-09
-0.199999999999999,1.7,2.44890790863694e-09
-0.199999999999999,1.8,2.45655247811558e-09
-0.199999999999999,1.9,2.46454131384485e-09
-0.199999999999999,2,2.47287420682594e-09
-0.199999999999999,2.1,2.4815489584099e-09
-0.199999999999999,2.2,2.49056152587572e-09
-0.199999999999999,2.3,2.49990618477012e-09
-0.199999999999999,2.4,2.50957570310065e-09
-0.199999999999999,2.5,2.51956152263991e-09
-0.199999999999999,2.6,2.52985394288048e-09
-0.199999999999999,2.7,2.54044230368222e-09
-0.199999999999999,2.8,2.55131516314502e-09
-0.199999999999999,2.9,2.56246046785351e-09
-0.199999999999999,3,2.57386571322857e-09
-0.199999999999999,3.1,2.58551809229175e-09
-0.199999999999999,3.2,2.59740463168991e-09
-0.199999999999999,3.3,2.60951231430372e-09
-0.199999999999999,3.4,2.62182818820611e-09
-0.199999999999999,3.5,2.63433946203681e-09
-0.199999999999999,3.6,2.64703358719101e-09
-0.199999999999999,3.7,2.65989832742893e-09
-0.199999999999999,3.8,2.67292181663495e-09
-0.199999999999999,3.9,2.68609260564776e-09
-0.199999999999999,4,2.69939969904044e-09
-0.199999999999999,4.1,2.71283258287476e-09
-0.199999999999999,4.2,2.72638124435501e-09
-0.199999999999999,4.3,2.74003618435084e-09
-0.199999999999999,4.4,2.75378842368921e-09
-0.199999999999999,4.5,2.76762950405858e-09
-0.199999999999999,4.6,2.78155148435066e-09
-0.199999999999999,4.7,2.79554693311687e-09
-0.199999999999999,4.8,2.80960891784834e-09
-0.199999999999999,4.9,2.82373099165536e-09
-0.199999999999999,5,2.83790717785888e-09
-0.0999999999999994,0,2.29278599802173e-09
-0.0999999999999994,0.1,3.34577135592158e-09
-0.0999999999999994,0.2,4.36789504008936e-09
-0.0999999999999994,0.3,5.39780217816809e-09
-0.0999999999999994,0.4,6.44909169525691e-09
-0.0999999999999994,0.5,7.52964903033616e-09
-0.0999999999999994,0.6,8.64591134599172e-09
-0.0999999999999994,0.7,9.80377278361363e-09
-0.0999999999999994,0.8,1.10087428675037e-08
-0.0999999999999994,0.9,1.22659419541567e-08
-0.0999999999999994,1,1.35800648439384e-08
-0.0999999999999994,1.1,1.49553425919616e-08
-0.0999999999999994,1.2,1.63955098957036e-08
-0.0999999999999994,1.3,1.79037802265234e-08
-0.0999999999999994,1.4,1.94828295154653e-08
-0.0999999999999994,1.5,2.1134788681097e-08
-0.0999999999999994,1.6,2.28612449421938e-08
-0.0999999999999994,1.7,2.46632515603018e-08
-0.0999999999999994,1.8,2.65413453936133e-08
-0.0999999999999994,1.9,2.84955714219471e-08
-0.0999999999999994,2,3.05255132338583e-08
-0.0999999999999994,2.1,3.26303283551584e-08
-0.0999999999999994,2.2,3.48087872460367e-08
-0.0999999999999994,2.3,3.70593147957187e-08
-0.0999999999999994,2.4,3.93800331934176e-08
-0.0999999999999994,2.5,4.17688051433135e-08
-0.0999999999999994,2.6,4.42232765066894e-08
-0.0999999999999994,2.7,4.67409175898717e-08
-0.0999999999999994,2.8,4.93190624381032e-08
-0.0999999999999994,2.9,5.19549456394138e-08
-0.0999999999999994,3,5.46457362787289e-08
-0.0999999999999994,3.1,5.73885688078766e-08
-0.0999999999999994,3.2,6.01805707090849e-08
-0.0999999999999994,3.3,6.30188869243164e-08
-0.0999999999999994,3.4,6.59007011018998e-08
-0.0999999999999994,3.5,6.88232537743488e-08
-0.0999999999999994,3.6,7.17838576288717e-08
-0.0999999999999994,3.7,7.47799100659001e-08
-0.0999999999999994,3.8,7.78089032628764e-08
-0.0999999999999994,3.9,8.08684319726271e-08
-0.0999999999999994,4,8.39561992893136e-08
-0.0999999999999994,4.1,8.70700206121415e-08
-0.0999999999999994,4.2,9.02078260293337e-08
-0.0999999999999994,4.3,9.33676613332169e-08
-0.0999999999999994,4.4,9.65476878634643e-08
-0.0999999999999994,4.5,9.97461813604159e-08
-0.0999999999999994,4.6,1.02961529993346e-07
-0.0999999999999994,4.7,1.06192231712943e-07
-0.0999999999999994,4.8,1.09436891061016e-07
-0.0999999999999994,4.9,1.12694215554313e-07
-0.0999999999999994,5,1.15963011746057e-07
6.38378239159465e-16,0,2.05411867151102e-09
6.38378239159465e-16,0.1,9.2438068826588e-08
6.38378239159465e-16,0.2,1.83490813461244e-07
6.38378239159465e-16,0.3,2.75850804823142e-07
6.38378239159465e-16,0.4,3.70036976492664e-07
6.38378239159465e-16,0.5,4.66530057078623e-07
6.38378239159465e-16,0.6,5.6578659083932e-07
6.38378239159465e-16,0.7,6.68238230305954e-07
6.38378239159465e-16,0.8,7.74288105280396e-07
6.38378239159465e-16,0.9,8.8430697124992e-07
6.38378239159465e-16,1,9.98629800136606e-07
6.38378239159465e-16,1.1,1.11755300866696e-06
6.38378239159465e-16,1.2,1.24133240014994e-06
6.38378239159465e-16,1.3,1.37018185164201e-06
6.38378239159465e-16,1.4,1.50427275055894e-06
6.38378239159465e-16,1.5,1.64373416058507e-06
6.38378239159465e-16,1.6,1.78865367464247e-06
6.38378239159465e-16,1.7,1.93907889338406e-06
6.38378239159465e-16,1.8,2.0950194520547e-06
6.38378239159465e-16,1.9,2.2564495073075e-06
6.38378239159465e-16,2,2.4233105889469e-06
6.38378239159465e-16,2.1,2.595514719524e-06
6.38378239159465e-16,2.2,2.77294770683494e-06
6.38378239159465e-16,2.3,2.95547252003248e-06
6.38378239159465e-16,2.4,3.14293266847558e-06
6.38378239159465e-16,2.5,3.33515551278216e-06
6.38378239159465e-16,2.6,3.53195544899483e-06
6.38378239159465e-16,2.7,3.73313691860628e-06
6.38378239159465e-16,2.8,3.9384972087829e-06
6.38378239159465e-16,2.9,4.14782901800653e-06
6.38378239159465e-16,3,4.36092277219628e-06
6.38378239159465e-16,3.1,4.57756868492643e-06
6.38378239159465e-16,3.2,4.79755856257476e-06
6.38378239159465e-16,3.3,5.02068736106357e-06
6.38378239159465e-16,3.4,5.24675450538227e-06
6.38378239159465e-16,3.5,5.47556498639989e-06
6.38378239159465e-16,3.6,5.70693025174323e-06
6.38378239159465e-16,3.7,5.94066890885242e-06
6.38378239159465e-16,3.8,6.17660725892926e-06
6.38378239159465e-16,3.9,6.41457968046866e-06
6.38378239159465e-16,4,6.65442888058687e-06
6.38378239159465e-16,4.1,6.89600603151493e-06
6.38378239159465e-16,4.2,7.13917080856173e-06
6.38378239159465e-16,4.3,7.38379134459872e-06
